year,region,division,state,population,group,subgroup,metric,val,upper,lower
2011,Midwest,East North Central,Indiana,6522333.08,TOC,Home health,Spending per capita,160,,
2011,Midwest,East North Central,Indiana,6522333.08,TOC,Hospital,Spending per capita,3459,,
2011,Midwest,East North Central,Indiana,6522333.08,TOC,Other TOC,Spending per capita,567,,
2011,Midwest,East North Central,Indiana,6522333.08,TOC,Other professional,Spending per capita,230,,
2011,Midwest,East North Central,Indiana,6522333.08,TOC,Pharmaceuticals,Spending per capita,1115,,
2011,Midwest,East North Central,Indiana,6522333.08,TOC,Physician/clinical services,Spending per capita,1874,,
2011,Midwest,East North Central,Indiana,6522333.08,TOC,Skilled nursing,Spending per capita,638,,
2011,Midwest,East North Central,Indiana,6522333.08,Total,Total,Spending per capita,8407,,
2011,Midwest,East North Central,Indiana,6522333.08,Total,Total,Standardized spending per capita,9879,10198,9655
2011,Midwest,East North Central,Michigan,9898562.501,Payer,Medicaid,Spending per capita,1228,,
2011,Midwest,East North Central,Michigan,9898562.501,Payer,Medicaid,Standardized spending per capita,1288,1450,1125
2011,Midwest,East North Central,Michigan,9898562.501,Payer,Medicare,Spending per capita,2202,,
2011,Midwest,East North Central,Michigan,9898562.501,Payer,Medicare,Standardized spending per capita,1697,1823,1585
2011,Midwest,East North Central,Michigan,9898562.501,Payer,OOP and other payers,Spending per capita,2194,,
2011,Midwest,East North Central,Michigan,9898562.501,Payer,OOP and other payers,Standardized spending per capita,2498,2824,2194
2011,Midwest,East North Central,Michigan,9898562.501,Payer,Private,Spending per capita,2900,,
2011,Midwest,East North Central,Michigan,9898562.501,Payer,Private,Standardized spending per capita,3633,3950,3327
2011,Midwest,East North Central,Michigan,9898562.501,TOC,Dental,Spending per capita,430,,
2011,Midwest,East North Central,Michigan,9898562.501,TOC,Home health,Spending per capita,306,,
2011,Midwest,East North Central,Michigan,9898562.501,TOC,Hospital,Spending per capita,3427,,
2011,Midwest,East North Central,Michigan,9898562.501,TOC,Other TOC,Spending per capita,606,,
2011,Midwest,East North Central,Michigan,9898562.501,TOC,Other professional,Spending per capita,271,,
2011,Midwest,East North Central,Michigan,9898562.501,TOC,Pharmaceuticals,Spending per capita,1130,,
2011,Midwest,East North Central,Michigan,9898562.501,TOC,Physician/clinical services,Spending per capita,1840,,
2011,Midwest,East North Central,Michigan,9898562.501,TOC,Skilled nursing,Spending per capita,516,,
2011,Midwest,East North Central,Michigan,9898562.501,Total,Total,Spending per capita,8535,,
2011,Midwest,East North Central,Michigan,9898562.501,Total,Total,Standardized spending per capita,9563,9836,9376
2011,Midwest,East North Central,Ohio,11568710.6,Payer,Medicaid,Spending per capita,1417,,
2011,Midwest,East North Central,Ohio,11568710.6,Payer,Medicaid,Standardized spending per capita,1487,1659,1317
2011,Midwest,East North Central,Ohio,11568710.6,Payer,Medicare,Spending per capita,2098,,
2011,Midwest,East North Central,Ohio,11568710.6,Payer,Medicare,Standardized spending per capita,1631,1714,1550
2011,Midwest,East North Central,Ohio,11568710.6,Payer,OOP and other payers,Spending per capita,2327,,
2011,Midwest,East North Central,Ohio,11568710.6,Payer,OOP and other payers,Standardized spending per capita,2617,2903,2347
2011,Midwest,East North Central,Ohio,11568710.6,Payer,Private,Spending per capita,2970,,
2011,Midwest,East North Central,Ohio,11568710.6,Payer,Private,Standardized spending per capita,3666,3932,3391
2011,Midwest,East North Central,Ohio,11568710.6,TOC,Dental,Spending per capita,381,,
2011,Midwest,East North Central,Ohio,11568710.6,TOC,Home health,Spending per capita,277,,
2011,Midwest,East North Central,Ohio,11568710.6,TOC,Hospital,Spending per capita,3683,,
2011,Midwest,East North Central,Ohio,11568710.6,TOC,Other TOC,Spending per capita,651,,
2011,Midwest,East North Central,Ohio,11568710.6,TOC,Other professional,Spending per capita,231,,
2011,Midwest,East North Central,Ohio,11568710.6,TOC,Pharmaceuticals,Spending per capita,1081,,
2011,Midwest,East North Central,Ohio,11568710.6,TOC,Physician/clinical services,Spending per capita,1830,,
2011,Midwest,East North Central,Ohio,11568710.6,TOC,Skilled nursing,Spending per capita,686,,
2011,Midwest,East North Central,Ohio,11568710.6,Total,Total,Spending per capita,8820,,
2011,Midwest,East North Central,Ohio,11568710.6,Total,Total,Standardized spending per capita,9891,10180,9669
2011,Midwest,East North Central,Wisconsin,5712398.808,Payer,Medicaid,Spending per capita,1216,,
2011,Midwest,East North Central,Wisconsin,5712398.808,Payer,Medicaid,Standardized spending per capita,1261,1376,1146
2011,Midwest,East North Central,Wisconsin,5712398.808,Payer,Medicare,Spending per capita,1735,,
2011,Midwest,East North Central,Wisconsin,5712398.808,Payer,Medicare,Standardized spending per capita,1493,1559,1428
2011,Midwest,East North Central,Wisconsin,5712398.808,Payer,OOP and other payers,Spending per capita,2516,,
2011,Midwest,East North Central,Wisconsin,5712398.808,Payer,OOP and other payers,Standardized spending per capita,2806,3063,2562
2011,Midwest,East North Central,Wisconsin,5712398.808,Payer,Private,Spending per capita,3739,,
2011,Midwest,East North Central,Wisconsin,5712398.808,Payer,Private,Standardized spending per capita,4333,4575,4091
2011,Midwest,East North Central,Wisconsin,5712398.808,TOC,Dental,Spending per capita,509,,
2011,Midwest,East North Central,Wisconsin,5712398.808,TOC,Home health,Spending per capita,235,,
2011,Midwest,East North Central,Wisconsin,5712398.808,TOC,Hospital,Spending per capita,3603,,
2011,Midwest,East North Central,Wisconsin,5712398.808,TOC,Other TOC,Spending per capita,549,,
2011,Midwest,East North Central,Wisconsin,5712398.808,TOC,Other professional,Spending per capita,258,,
2011,Midwest,East North Central,Wisconsin,5712398.808,TOC,Pharmaceuticals,Spending per capita,1137,,
2011,Midwest,East North Central,Wisconsin,5712398.808,TOC,Physician/clinical services,Spending per capita,2304,,
2011,Midwest,East North Central,Wisconsin,5712398.808,TOC,Skilled nursing,Spending per capita,609,,
2011,Midwest,East North Central,Wisconsin,5712398.808,Total,Total,Spending per capita,9202,,
2011,Midwest,East North Central,Wisconsin,5712398.808,Total,Total,Standardized spending per capita,10469,10661,10346
2011,South,East South Central,Alabama,4807273.233,Payer,Medicaid,Spending per capita,1049,,
2011,South,East South Central,Alabama,4807273.233,Payer,Medicaid,Standardized spending per capita,1072,1158,995
2011,South,East South Central,Alabama,4807273.233,Payer,Medicare,Spending per capita,2084,,
2011,South,East South Central,Alabama,4807273.233,Payer,Medicare,Standardized spending per capita,1735,1823,1650
2011,South,East South Central,Alabama,4807273.233,Payer,OOP and other payers,Spending per capita,1932,,
2011,South,East South Central,Alabama,4807273.233,Payer,OOP and other payers,Standardized spending per capita,2090,2282,1915
2011,South,East South Central,Alabama,4807273.233,Payer,Private,Spending per capita,2475,,
2011,South,East South Central,Alabama,4807273.233,Payer,Private,Standardized spending per capita,3169,3347,2999
2011,South,East South Central,Alabama,4807273.233,TOC,Dental,Spending per capita,307,,
2011,South,East South Central,Alabama,4807273.233,TOC,Home health,Spending per capita,231,,
2011,South,East South Central,Alabama,4807273.233,TOC,Hospital,Spending per capita,2593,,
2011,South,East South Central,Alabama,4807273.233,TOC,Other TOC,Spending per capita,512,,
2011,South,East South Central,Alabama,4807273.233,TOC,Other professional,Spending per capita,170,,
2011,South,East South Central,Alabama,4807273.233,TOC,Pharmaceuticals,Spending per capita,1432,,
2011,South,East South Central,Alabama,4807273.233,TOC,Physician/clinical services,Spending per capita,1854,,
2011,South,East South Central,Alabama,4807273.233,TOC,Skilled nursing,Spending per capita,446,,
2011,South,East South Central,Alabama,4807273.233,Total,Total,Spending per capita,7544,,
2011,South,East South Central,Alabama,4807273.233,Total,Total,Standardized spending per capita,8415,8549,8321
2011,South,East South Central,Kentucky,4361198.711,Payer,Medicaid,Spending per capita,1369,,
2011,South,East South Central,Kentucky,4361198.711,Payer,Medicaid,Standardized spending per capita,1410,1652,1187
2011,South,East South Central,Kentucky,4361198.711,Payer,Medicare,Spending per capita,2103,,
2011,South,East South Central,Kentucky,4361198.711,Payer,Medicare,Standardized spending per capita,1521,1667,1381
2011,South,East South Central,Kentucky,4361198.711,Payer,OOP and other payers,Spending per capita,1801,,
2011,South,East South Central,Kentucky,4361198.711,Payer,OOP and other payers,Standardized spending per capita,1968,2290,1667
2011,South,East South Central,Kentucky,4361198.711,Payer,Private,Spending per capita,2995,,
2011,South,East South Central,Kentucky,4361198.711,Payer,Private,Standardized spending per capita,4142,4604,3656
2011,South,East South Central,Kentucky,4361198.711,TOC,Dental,Spending per capita,295,,
2011,South,East South Central,Kentucky,4361198.711,TOC,Home health,Spending per capita,169,,
2011,South,East South Central,Kentucky,4361198.711,TOC,Hospital,Spending per capita,3340,,
2011,South,East South Central,Kentucky,4361198.711,TOC,Other TOC,Spending per capita,610,,
2011,South,East South Central,Kentucky,4361198.711,TOC,Other professional,Spending per capita,240,,
2011,South,East South Central,Kentucky,4361198.711,TOC,Pharmaceuticals,Spending per capita,1281,,
2011,South,East South Central,Kentucky,4361198.711,TOC,Physician/clinical services,Spending per capita,1789,,
2011,South,East South Central,Kentucky,4361198.711,TOC,Skilled nursing,Spending per capita,541,,
2011,South,East South Central,Kentucky,4361198.711,Total,Total,Spending per capita,8265,,
2011,South,East South Central,Kentucky,4361198.711,Total,Total,Standardized spending per capita,9510,9860,9200
2011,South,East South Central,Mississippi,2970843.897,Payer,Medicaid,Spending per capita,1604,,
2011,South,East South Central,Mississippi,2970843.897,Payer,Medicaid,Standardized spending per capita,1704,1867,1563
2011,South,East South Central,Mississippi,2970843.897,Payer,Medicare,Spending per capita,2178,,
2011,South,East South Central,Mississippi,2970843.897,Payer,Medicare,Standardized spending per capita,1858,1954,1775
2011,South,East South Central,Mississippi,2970843.897,Payer,OOP and other payers,Spending per capita,2030,,
2011,South,East South Central,Mississippi,2970843.897,Payer,OOP and other payers,Standardized spending per capita,2369,2612,2148
2011,South,East South Central,Mississippi,2970843.897,Payer,Private,Spending per capita,2100,,
2011,South,East South Central,Mississippi,2970843.897,Payer,Private,Standardized spending per capita,3010,3201,2833
2011,South,East South Central,Mississippi,2970843.897,TOC,Dental,Spending per capita,261,,
2011,South,East South Central,Mississippi,2970843.897,TOC,Home health,Spending per capita,244,,
2011,South,East South Central,Mississippi,2970843.897,TOC,Hospital,Spending per capita,3138,,
2011,South,East South Central,Mississippi,2970843.897,TOC,Other TOC,Spending per capita,635,,
2011,South,East South Central,Mississippi,2970843.897,TOC,Other professional,Spending per capita,190,,
2011,South,East South Central,Mississippi,2970843.897,TOC,Pharmaceuticals,Spending per capita,1187,,
2011,South,East South Central,Mississippi,2970843.897,TOC,Physician/clinical services,Spending per capita,1733,,
2011,South,East South Central,Mississippi,2970843.897,TOC,Skilled nursing,Spending per capita,516,,
2011,South,East South Central,Mississippi,2970843.897,Total,Total,Spending per capita,7912,,
2011,South,East South Central,Mississippi,2970843.897,Total,Total,Standardized spending per capita,9888,10071,9762
2011,South,East South Central,Tennessee,6416488.267,Payer,Medicaid,Spending per capita,1262,,
2011,South,East South Central,Tennessee,6416488.267,Payer,Medicaid,Standardized spending per capita,1218,1362,1087
2011,South,East South Central,Tennessee,6416488.267,Payer,Medicare,Spending per capita,2025,,
2011,South,East South Central,Tennessee,6416488.267,Payer,Medicare,Standardized spending per capita,1416,1525,1313
2011,South,East South Central,Tennessee,6416488.267,Payer,OOP and other payers,Spending per capita,2063,,
2011,South,East South Central,Tennessee,6416488.267,Payer,OOP and other payers,Standardized spending per capita,2158,2385,1938
2011,South,East South Central,Tennessee,6416488.267,Payer,Private,Spending per capita,2414,,
2011,South,East South Central,Tennessee,6416488.267,Payer,Private,Standardized spending per capita,2946,3188,2697
2011,South,East South Central,Tennessee,6416488.267,TOC,Dental,Spending per capita,329,,
2011,South,East South Central,Tennessee,6416488.267,TOC,Home health,Spending per capita,243,,
2011,South,East South Central,Tennessee,6416488.267,TOC,Hospital,Spending per capita,2633,,
2011,South,East South Central,Tennessee,6416488.267,TOC,Other TOC,Spending per capita,558,,
2011,South,East South Central,Tennessee,6416488.267,TOC,Other professional,Spending per capita,223,,
2011,South,East South Central,Tennessee,6416488.267,TOC,Pharmaceuticals,Spending per capita,1302,,
2011,South,East South Central,Tennessee,6416488.267,TOC,Physician/clinical services,Spending per capita,1975,,
2011,South,East South Central,Tennessee,6416488.267,TOC,Skilled nursing,Spending per capita,496,,
2011,South,East South Central,Tennessee,6416488.267,Total,Total,Spending per capita,7764,,
2011,South,East South Central,Tennessee,6416488.267,Total,Total,Standardized spending per capita,8136,8314,7911
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Payer,Medicaid,Spending per capita,1265,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Payer,Medicaid,Standardized spending per capita,1108,1201,1018
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Payer,Medicare,Spending per capita,2192,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Payer,Medicare,Standardized spending per capita,1647,1745,1554
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Payer,OOP and other payers,Spending per capita,2346,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Payer,OOP and other payers,Standardized spending per capita,2292,2464,2135
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Payer,Private,Spending per capita,3366,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Payer,Private,Standardized spending per capita,2927,3105,2764
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,TOC,Dental,Spending per capita,453,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,TOC,Home health,Spending per capita,264,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,TOC,Hospital,Spending per capita,2930,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,TOC,Other TOC,Spending per capita,694,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,TOC,Other professional,Spending per capita,366,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,TOC,Pharmaceuticals,Spending per capita,1386,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,TOC,Physician/clinical services,Spending per capita,2439,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,TOC,Skilled nursing,Spending per capita,648,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Total,Total,Spending per capita,9182,,
2011,Northeast,Middle Atlantic,New Jersey,8838041.797,Total,Total,Standardized spending per capita,8261,8375,8181
2011,Northeast,Middle Atlantic,New York,19462763.79,Payer,Medicaid,Spending per capita,2977,,
2011,Northeast,Middle Atlantic,New York,19462763.79,Payer,Medicaid,Standardized spending per capita,2662,2941,2387
2011,Northeast,Middle Atlantic,New York,19462763.79,Payer,Medicare,Spending per capita,2187,,
2011,Northeast,Middle Atlantic,New York,19462763.79,Payer,Medicare,Standardized spending per capita,1518,1611,1429
2011,Northeast,Middle Atlantic,New York,19462763.79,Payer,OOP and other payers,Spending per capita,1876,,
2011,Northeast,Middle Atlantic,New York,19462763.79,Payer,OOP and other payers,Standardized spending per capita,1889,2068,1715
2011,Northeast,Middle Atlantic,New York,19462763.79,Payer,Private,Spending per capita,3396,,
2011,Northeast,Middle Atlantic,New York,19462763.79,Payer,Private,Standardized spending per capita,3231,3453,3020
2011,Northeast,Middle Atlantic,New York,19462763.79,TOC,Dental,Spending per capita,408,,
2011,Northeast,Middle Atlantic,New York,19462763.79,TOC,Home health,Spending per capita,480,,
2011,Northeast,Middle Atlantic,New York,19462763.79,TOC,Hospital,Spending per capita,3734,,
2011,Northeast,Middle Atlantic,New York,19462763.79,TOC,Other TOC,Spending per capita,1275,,
2011,Northeast,Middle Atlantic,New York,19462763.79,TOC,Other professional,Spending per capita,324,,
2011,Northeast,Middle Atlantic,New York,19462763.79,TOC,Pharmaceuticals,Spending per capita,1477,,
2011,Northeast,Middle Atlantic,New York,19462763.79,TOC,Physician/clinical services,Spending per capita,2004,,
2011,Northeast,Middle Atlantic,New York,19462763.79,TOC,Skilled nursing,Spending per capita,733,,
2011,Northeast,Middle Atlantic,New York,19462763.79,Total,Total,Spending per capita,10444,,
2011,Northeast,Middle Atlantic,New York,19462763.79,Total,Total,Standardized spending per capita,9607,9812,9473
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Payer,Medicaid,Spending per capita,1627,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Payer,Medicaid,Standardized spending per capita,1540,1674,1399
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Payer,Medicare,Spending per capita,2320,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Payer,Medicare,Standardized spending per capita,1546,1606,1483
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Payer,OOP and other payers,Spending per capita,2545,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Payer,OOP and other payers,Standardized spending per capita,2601,2800,2387
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Payer,Private,Spending per capita,3250,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Payer,Private,Standardized spending per capita,3479,3668,3277
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,TOC,Dental,Spending per capita,353,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,TOC,Home health,Spending per capita,228,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,TOC,Hospital,Spending per capita,3623,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,TOC,Other TOC,Spending per capita,943,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,TOC,Other professional,Spending per capita,313,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,TOC,Pharmaceuticals,Spending per capita,1345,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,TOC,Physician/clinical services,Spending per capita,2063,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,TOC,Skilled nursing,Spending per capita,870,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Total,Total,Spending per capita,9741,,
2011,Northeast,Middle Atlantic,Pennsylvania,12741596.7,Total,Total,Standardized spending per capita,9676,9874,9525
2011,West,Mountain,Arizona,6489998.005,Payer,Medicaid,Spending per capita,1260,,
2011,West,Mountain,Arizona,6489998.005,Payer,Medicaid,Standardized spending per capita,1445,1672,1226
2011,West,Mountain,Arizona,6489998.005,Payer,Medicare,Spending per capita,1718,,
2011,West,Mountain,Arizona,6489998.005,Payer,Medicare,Standardized spending per capita,1385,1560,1218
2011,West,Mountain,Arizona,6489998.005,Payer,OOP and other payers,Spending per capita,1525,,
2011,West,Mountain,Arizona,6489998.005,Payer,OOP and other payers,Standardized spending per capita,2029,2375,1705
2011,West,Mountain,Arizona,6489998.005,Payer,Private,Spending per capita,2479,,
2011,West,Mountain,Arizona,6489998.005,Payer,Private,Standardized spending per capita,3303,3731,2903
2011,West,Mountain,Arizona,6489998.005,TOC,Dental,Spending per capita,356,,
2011,West,Mountain,Arizona,6489998.005,TOC,Home health,Spending per capita,155,,
2011,West,Mountain,Arizona,6489998.005,TOC,Hospital,Spending per capita,2533,,
2011,West,Mountain,Arizona,6489998.005,TOC,Other TOC,Spending per capita,569,,
2011,West,Mountain,Arizona,6489998.005,TOC,Other professional,Spending per capita,253,,
2011,West,Mountain,Arizona,6489998.005,TOC,Pharmaceuticals,Spending per capita,895,,
2011,West,Mountain,Arizona,6489998.005,TOC,Physician/clinical services,Spending per capita,1898,,
2011,West,Mountain,Arizona,6489998.005,TOC,Skilled nursing,Spending per capita,317,,
2011,West,Mountain,Arizona,6489998.005,Total,Total,Spending per capita,6993,,
2011,West,Mountain,Arizona,6489998.005,Total,Total,Standardized spending per capita,8335,8548,8206
2011,West,Mountain,Colorado,5104203.195,Payer,Medicaid,Spending per capita,939,,
2011,West,Mountain,Colorado,5104203.195,Payer,Medicaid,Standardized spending per capita,1009,1139,879
2011,West,Mountain,Colorado,5104203.195,Payer,Medicare,Spending per capita,1333,,
2011,West,Mountain,Colorado,5104203.195,Payer,Medicare,Standardized spending per capita,1442,1583,1315
2011,West,Mountain,Colorado,5104203.195,Payer,OOP and other payers,Spending per capita,1905,,
2011,West,Mountain,Colorado,5104203.195,Payer,OOP and other payers,Standardized spending per capita,2284,2598,2019
2011,West,Mountain,Colorado,5104203.195,Payer,Private,Spending per capita,2928,,
2011,West,Mountain,Colorado,5104203.195,Payer,Private,Standardized spending per capita,3255,3594,2929
2011,West,Mountain,Colorado,5104203.195,TOC,Dental,Spending per capita,455,,
2011,West,Mountain,Colorado,5104203.195,TOC,Home health,Spending per capita,188,,
2011,West,Mountain,Colorado,5104203.195,TOC,Hospital,Spending per capita,2735,,
2011,West,Mountain,Colorado,5104203.195,TOC,Other TOC,Spending per capita,531,,
2011,West,Mountain,Colorado,5104203.195,TOC,Other professional,Spending per capita,314,,
2011,West,Mountain,Colorado,5104203.195,TOC,Pharmaceuticals,Spending per capita,695,,
2011,West,Mountain,Colorado,5104203.195,TOC,Physician/clinical services,Spending per capita,1746,,
2011,West,Mountain,Colorado,5104203.195,TOC,Skilled nursing,Spending per capita,429,,
2011,West,Mountain,Colorado,5104203.195,Total,Total,Spending per capita,7099,,
2011,West,Mountain,Colorado,5104203.195,Total,Total,Standardized spending per capita,8058,8234,7953
2011,West,Mountain,Idaho,1594840.585,Payer,Medicaid,Spending per capita,920,,
2011,West,Mountain,Idaho,1594840.585,Payer,Medicaid,Standardized spending per capita,1109,1246,984
2011,West,Mountain,Idaho,1594840.585,Payer,Medicare,Spending per capita,1424,,
2011,West,Mountain,Idaho,1594840.585,Payer,Medicare,Standardized spending per capita,1479,1570,1393
2011,West,Mountain,Idaho,1594840.585,Payer,OOP and other payers,Spending per capita,2464,,
2011,West,Mountain,Idaho,1594840.585,Payer,OOP and other payers,Standardized spending per capita,3419,3832,3031
2011,West,Mountain,Idaho,1594840.585,Payer,Private,Spending per capita,2236,,
2011,West,Mountain,Idaho,1594840.585,Payer,Private,Standardized spending per capita,3186,3425,2951
2011,West,Mountain,Idaho,1594840.585,TOC,Dental,Spending per capita,442,,
2011,West,Mountain,Idaho,1594840.585,TOC,Home health,Spending per capita,173,,
2011,West,Mountain,Idaho,1594840.585,TOC,Hospital,Spending per capita,2893,,
2011,West,Mountain,Idaho,1594840.585,TOC,Other TOC,Spending per capita,497,,
2011,West,Mountain,Idaho,1594840.585,TOC,Other professional,Spending per capita,315,,
2011,West,Mountain,Idaho,1594840.585,TOC,Pharmaceuticals,Spending per capita,843,,
2011,West,Mountain,Idaho,1594840.585,TOC,Physician/clinical services,Spending per capita,1473,,
2011,West,Mountain,Idaho,1594840.585,TOC,Skilled nursing,Spending per capita,397,,
2011,West,Mountain,Idaho,1594840.585,Total,Total,Spending per capita,7038,,
2011,West,Mountain,Idaho,1594840.585,Total,Total,Standardized spending per capita,9455,9666,9330
2011,West,Mountain,Montana,999615.1177,Payer,Medicaid,Spending per capita,932,,
2011,West,Mountain,Montana,999615.1177,Payer,Medicaid,Standardized spending per capita,1007,1121,901
2011,West,Mountain,Montana,999615.1177,Payer,Medicare,Spending per capita,1556,,
2011,West,Mountain,Montana,999615.1177,Payer,Medicare,Standardized spending per capita,1318,1394,1245
2011,West,Mountain,Montana,999615.1177,Payer,OOP and other payers,Spending per capita,3376,,
2011,West,Mountain,Montana,999615.1177,Payer,OOP and other payers,Standardized spending per capita,3811,4253,3414
2011,West,Mountain,Montana,999615.1177,Payer,Private,Spending per capita,2546,,
2011,West,Mountain,Montana,999615.1177,Payer,Private,Standardized spending per capita,3149,3363,2936
2011,West,Mountain,Montana,999615.1177,TOC,Dental,Spending per capita,390,,
2011,West,Mountain,Montana,999615.1177,TOC,Home health,Spending per capita,149,,
2011,West,Mountain,Montana,999615.1177,TOC,Hospital,Spending per capita,3733,,
2011,West,Mountain,Montana,999615.1177,TOC,Other TOC,Spending per capita,676,,
2011,West,Mountain,Montana,999615.1177,TOC,Other professional,Spending per capita,298,,
2011,West,Mountain,Montana,999615.1177,TOC,Pharmaceuticals,Spending per capita,903,,
2011,West,Mountain,Montana,999615.1177,TOC,Physician/clinical services,Spending per capita,1801,,
2011,West,Mountain,Montana,999615.1177,TOC,Skilled nursing,Spending per capita,462,,
2011,West,Mountain,Montana,999615.1177,Total,Total,Spending per capita,8418,,
2011,West,Mountain,Montana,999615.1177,Total,Total,Standardized spending per capita,9605,9799,9486
2011,West,Mountain,Nevada,2752246.342,Payer,Medicaid,Spending per capita,590,,
2011,West,Mountain,Nevada,2752246.342,Payer,Medicaid,Standardized spending per capita,647,779,527
2011,West,Mountain,Nevada,2752246.342,Payer,Medicare,Spending per capita,1633,,
2011,West,Mountain,Nevada,2752246.342,Payer,Medicare,Standardized spending per capita,1550,1768,1356
2011,West,Mountain,Nevada,2752246.342,Payer,OOP and other payers,Spending per capita,1962,,
2011,West,Mountain,Nevada,2752246.342,Payer,OOP and other payers,Standardized spending per capita,2320,2754,1923
2011,West,Mountain,Nevada,2752246.342,Payer,Private,Spending per capita,2632,,
2011,West,Mountain,Nevada,2752246.342,Payer,Private,Standardized spending per capita,3205,3657,2782
2011,West,Mountain,Nevada,2752246.342,TOC,Dental,Spending per capita,378,,
2011,West,Mountain,Nevada,2752246.342,TOC,Home health,Spending per capita,252,,
2011,West,Mountain,Nevada,2752246.342,TOC,Hospital,Spending per capita,2325,,
2011,West,Mountain,Nevada,2752246.342,TOC,Other TOC,Spending per capita,386,,
2011,West,Mountain,Nevada,2752246.342,TOC,Other professional,Spending per capita,263,,
2011,West,Mountain,Nevada,2752246.342,TOC,Pharmaceuticals,Spending per capita,1025,,
2011,West,Mountain,Nevada,2752246.342,TOC,Physician/clinical services,Spending per capita,1913,,
2011,West,Mountain,Nevada,2752246.342,TOC,Skilled nursing,Spending per capita,255,,
2011,West,Mountain,Nevada,2752246.342,Total,Total,Spending per capita,6798,,
2011,West,Mountain,Nevada,2752246.342,Total,Total,Standardized spending per capita,7810,8095,7621
2011,West,Mountain,New Mexico,2072471.561,Payer,Medicaid,Spending per capita,1626,,
2011,West,Mountain,New Mexico,2072471.561,Payer,Medicaid,Standardized spending per capita,1917,2151,1686
2011,West,Mountain,New Mexico,2072471.561,Payer,Medicare,Spending per capita,1536,,
2011,West,Mountain,New Mexico,2072471.561,Payer,Medicare,Standardized spending per capita,1406,1525,1285
2011,West,Mountain,New Mexico,2072471.561,Payer,OOP and other payers,Spending per capita,2207,,
2011,West,Mountain,New Mexico,2072471.561,Payer,OOP and other payers,Standardized spending per capita,2949,3354,2561
2011,West,Mountain,New Mexico,2072471.561,Payer,Private,Spending per capita,2233,,
2011,West,Mountain,New Mexico,2072471.561,Payer,Private,Standardized spending per capita,3059,3348,2785
2011,West,Mountain,New Mexico,2072471.561,TOC,Dental,Spending per capita,369,,
2011,West,Mountain,New Mexico,2072471.561,TOC,Home health,Spending per capita,265,,
2011,West,Mountain,New Mexico,2072471.561,TOC,Hospital,Spending per capita,3228,,
2011,West,Mountain,New Mexico,2072471.561,TOC,Other TOC,Spending per capita,637,,
2011,West,Mountain,New Mexico,2072471.561,TOC,Other professional,Spending per capita,278,,
2011,West,Mountain,New Mexico,2072471.561,TOC,Pharmaceuticals,Spending per capita,807,,
2011,West,Mountain,New Mexico,2072471.561,TOC,Physician/clinical services,Spending per capita,1710,,
2011,West,Mountain,New Mexico,2072471.561,TOC,Skilled nursing,Spending per capita,299,,
2011,West,Mountain,New Mexico,2072471.561,Total,Total,Spending per capita,7604,,
2011,West,Mountain,New Mexico,2072471.561,Total,Total,Standardized spending per capita,9490,9699,9368
2011,West,Mountain,Utah,2817781.325,Payer,Medicaid,Spending per capita,699,,
2011,West,Mountain,Utah,2817781.325,Payer,Medicaid,Standardized spending per capita,940,1011,864
2011,West,Mountain,Utah,2817781.325,Payer,Medicare,Spending per capita,1046,,
2011,West,Mountain,Utah,2817781.325,Payer,Medicare,Standardized spending per capita,1567,1641,1485
